1,2,3,4
11/3/2019 18:12:56,https://twitter.com/amanatsu0311/status/1116675145031020544,837,802
11/3/2019 18:00:59,https://twitter.com/amanatsu0311/status/1122114803386859520,387,276
11/3/2019 17:50:31,https://twitter.com/amanatsu0311/status/1126869679119618049,290,117
11/3/2019 17:48:58,https://twitter.com/amanatsu0311/status/1130023198429515776,432,332
10/18/2019 22:14:54,https://twitter.com/amanatsu0311/status/1161661282371555328,549,466
11/3/2019 21:51:55,https://twitter.com/ARGK244/status/1083006053296422914,696,344
11/3/2019 17:54:59,https://twitter.com/asa2toyoru3/status/1124324381407100928,907,412
11/3/2019 23:41:37,https://twitter.com/asagi_citron/status/1057605720248438784,138,332
11/3/2019 23:24:32,https://twitter.com/asagi_citron/status/1063030854677520386,585,124
11/3/2019 18:11:52,https://twitter.com/asakiyumemichi/status/1117084809837158400,246,181
11/3/2019 23:18:58,https://twitter.com/asui_ss/status/1064179603621666817,577,733
11/3/2019 23:40:41,https://twitter.com/awahit0/status/1057635241173561344,642,598
11/3/2019 22:19:57,https://twitter.com/blackshiroichi/status/1081101323003547648,821,564
11/3/2019 20:59:09,https://twitter.com/blackshiroichi/status/1098151230696615937,786,566
11/3/2019 20:54:26,https://twitter.com/Cant_I_go_back/status/1101865958652534784,770,679
11/3/2019 23:27:53,https://twitter.com/chiri_aku/status/1062290543621750785,458,74
11/3/2019 23:25:26,https://twitter.com/chiri_aku/status/1062948326415298560,334,751
11/3/2019 23:18:14,https://twitter.com/chiri_aku/status/1064434741980495873,266,697
11/3/2019 22:53:24,https://twitter.com/chiri_aku/status/1070747335003594752,97,105
11/3/2019 22:22:55,https://twitter.com/chiri_aku/status/1080510211419340800,314,579
11/3/2019 21:56:08,https://twitter.com/chiri_aku/status/1081582615604322304,825,773
9/27/2019 19:04:04,https://twitter.com/chirorin113/status/1173132308699729920,225,412
11/3/2019 21:32:33,https://twitter.com/clean_chk1/status/1092480909008236544,519,502
11/3/2019 17:27:25,https://twitter.com/cotto_prps/status/1142310930438475777,247,375
10/18/2019 22:16:25,https://twitter.com/curo096/status/1158847475953704960,48,432
11/3/2019 22:58:12,https://twitter.com/d_kayathu/status/1069984303533019136,285,393
11/3/2019 22:57:25,https://twitter.com/d_kayathu/status/1070500179113963520,516,141
11/3/2019 21:44:44,https://twitter.com/denpachi125/status/1085767597360992257,87,151
11/3/2019 21:34:16,https://twitter.com/denpachi125/status/1091670730075336704,535,164
11/3/2019 20:53:38,https://twitter.com/denpachi125/status/1101975435242438657,572,714
11/3/2019 18:31:25,https://twitter.com/denpachi125/status/1104340829861175297,259,251
11/3/2019 18:02:04,https://twitter.com/denpachi125/status/1121740824515997697,999,335
11/3/2019 23:43:55,https://twitter.com/domdomww/status/1056556771593019392,263,561
11/3/2019 18:03:07,https://twitter.com/Eugk_k/status/1120662461957337088,1090,156
11/3/2019 20:59:51,https://twitter.com/evonne_max/status/1096812765593792513,629,380
11/3/2019 20:52:06,https://twitter.com/fujimaru_841/status/1102573529784999936,392,403
11/3/2019 17:33:22,https://twitter.com/garasudama/status/1140958214185295872,326,386
11/3/2019 17:48:25,https://twitter.com/Greentea_Ole/status/1130931543315116032,340,501
11/3/2019 21:50:41,https://twitter.com/guraakura/status/1084083950404886528,640,333
11/3/2019 17:45:49,https://twitter.com/hachinana5/status/1132711924783755270,491,622
11/3/2019 21:30:09,https://twitter.com/hati000/status/1093834447722409984,1113,84
10/18/2019 22:23:57,https://twitter.com/hidori_nisan/status/1150286795227009024,349,464
10/18/2019 22:02:38,https://twitter.com/hidori_nisan/status/1168091478725287937,957,295
10/18/2019 21:05:47,https://twitter.com/hijiki3_so395/status/1180481735173165057,911,625
11/3/2019 17:18:59,https://twitter.com/hoshico__/status/1144218850805731334,314,154
11/3/2019 21:01:57,https://twitter.com/htensan/status/1095901062001655809,300,309
11/3/2019 18:00:28,https://twitter.com/htensan/status/1122382829344546816,311,194
11/3/2019 22:31:04,https://twitter.com/hukuhug/status/1077216701542916102,428,87
11/3/2019 23:02:57,https://twitter.com/hukurou_usada/status/1069160412657012741,275,413
11/3/2019 21:41:23,https://twitter.com/io6ri/status/1088079239243456512,474,215
11/3/2019 21:39:47,https://twitter.com/io6ri/status/1089514221321121793,440,582
11/3/2019 17:56:06,https://twitter.com/io6ri/status/1124229504979750912,995,176
11/3/2019 21:42:22,https://twitter.com/jacoonigiri/status/1087032821900664832,1165,139
11/3/2019 23:37:41,https://twitter.com/kagerou_ensou/status/1058671392034418689,1029,424
11/3/2019 23:37:03,https://twitter.com/kagerou_ensou/status/1058773919711211520,182,373
11/3/2019 18:27:53,https://twitter.com/kako00pix/status/1109424818565214208,336,374
11/3/2019 17:35:11,https://twitter.com/kakuto1212/status/1140255770971213825,617,646
11/3/2019 17:14:07,https://twitter.com/kakuto1212/status/1181946771896819712,539,682
11/3/2019 23:08:32,https://twitter.com/kanui185/status/1066816930382733312,928,608
11/3/2019 22:59:12,https://twitter.com/kanui185/status/1069363714392940544,151,70
11/3/2019 22:37:25,https://twitter.com/kanui185/status/1074730521999986688,315,751
11/3/2019 21:56:46,https://twitter.com/kanui185/status/1081196803741995008,658,282
11/3/2019 21:28:35,https://twitter.com/kara9071/status/1094525372207513606,472,310
11/3/2019 22:49:15,https://twitter.com/karappo_m/status/1072438519249952768,961,365
11/3/2019 18:07:32,https://twitter.com/keikocat11/status/1119902252934684672,267,705
10/18/2019 21:06:17,https://twitter.com/kibakobako/status/1179333912587378688,119,134
11/3/2019 18:09:56,https://twitter.com/kikaku_lunar/status/1117398900912967685,426,709
11/3/2019 18:24:47,https://twitter.com/kikaku_ord/status/1110997089348018177,223,60
11/3/2019 21:30:55,https://twitter.com/kikaku_samerium/status/1092788946700984321,296,101
10/18/2019 22:01:32,https://twitter.com/kikakutor14/status/1168150390073774080,300,482
11/3/2019 22:35:40,https://twitter.com/kikakuyou_siba/status/1075435752727539713,1047,604
11/3/2019 23:04:42,https://twitter.com/kirokiro1234/status/1067740800874766341,89,103
11/3/2019 18:14:49,https://twitter.com/kirokiro1234/status/1114134718360866816,626,233
6/29/2019 9:29:39,https://twitter.com/kkookkii_/status/1120258266661916673,92,91
11/3/2019 17:16:03,https://twitter.com/KO_U_5/status/1150299674026209281,748,465
11/3/2019 18:12:24,https://twitter.com/koba_bababa/status/1116691024452001792,118,183
11/3/2019 22:59:59,https://twitter.com/kofukofu66/status/1069210618551459840,294,150
11/3/2019 17:35:41,https://twitter.com/kondomw/status/1140063153641816064,376,117
11/3/2019 17:20:24,https://twitter.com/kuxxnoo/status/1143195428151709701,937,263
11/3/2019 21:45:56,https://twitter.com/kyuC_/status/1085083423822082048,720,345
11/3/2019 21:40:17,https://twitter.com/kyuC_/status/1089089336321011712,658,334
11/3/2019 23:19:34,https://twitter.com/Ma3tSugu_12/status/1064166125393440769,951,399
11/3/2019 22:33:23,https://twitter.com/masiro0411/status/1076113086476627969,606,239
11/3/2019 18:16:32,https://twitter.com/masiro0411/status/1112367622002081792,429,294
11/3/2019 17:38:47,https://twitter.com/massirosirosiro/status/1137721548708519936,917,571
11/3/2019 21:51:18,https://twitter.com/medamanzyuu/status/1083342348644278277,256,529
11/3/2019 21:50:08,https://twitter.com/medamanzyuu/status/1084391418901061634,103,483
11/3/2019 21:00:47,https://twitter.com/medamanzyuu/status/1096754189760323585,1003,364
11/3/2019 20:49:27,https://twitter.com/medamanzyuu/status/1104266303936684032,1023,393
11/3/2019 20:50:07,https://twitter.com/memeko5_sosaku/status/1103915078502408192,443,580
10/18/2019 22:27:14,https://twitter.com/mikage_sow/status/1147840415258701825,242,198
11/3/2019 23:33:52,https://twitter.com/minamo___/status/1060938262489886720,124,92
11/3/2019 21:27:29,https://twitter.com/miso_ex1/status/1094780756348436481,145,62
11/3/2019 23:26:58,https://twitter.com/Mituki8181/status/1062354045174603776,366,428
11/3/2019 22:25:26,https://twitter.com/Mituki8181/status/1079755048698007555,514,555
11/3/2019 21:44:03,https://twitter.com/Mituki8181/status/1086292730500640769,690,544
11/3/2019 18:20:17,https://twitter.com/Mituki8181/status/1112020071189090304,527,292
11/3/2019 21:52:28,https://twitter.com/mohuneko427/status/1082999742668320768,196,488
11/3/2019 17:59:57,https://twitter.com/MoruMaro_plan/status/1123097525752197120,441,684
11/3/2019 20:58:09,https://twitter.com/moyaaaaak/status/1098940090795999233,401,217
11/3/2019 23:21:36,https://twitter.com/mwamokami/status/1063445469207166978,196,597
11/3/2019 22:32:24,https://twitter.com/myt_sbr/status/1076474746756157441,224,506
11/3/2019 20:55:40,https://twitter.com/mzgn0ssk/status/1101089375708798976,623,226
11/3/2019 18:14:15,https://twitter.com/mzmz_susk/status/1114515351776022528,196,652
11/3/2019 18:21:11,https://twitter.com/ne_slp/status/1111880877384986624,394,69
11/3/2019 22:29:35,https://twitter.com/nekomi_kikaku/status/1077806362141179904,133,184
11/3/2019 17:10:29,https://twitter.com/nicho_mekichi/status/1189835000327233536,183,73
11/3/2019 21:26:51,https://twitter.com/nigari_org/status/1094880076775055360,597,223
11/3/2019 21:38:40,https://twitter.com/NINJA_k__/status/1089914101638152192,1044,130
11/3/2019 17:51:05,https://twitter.com/nive_aa/status/1126136908797468672,1008,488
11/3/2019 21:29:37,https://twitter.com/np_hasu_sousaku/status/1094201033176174594,339,135
11/3/2019 18:27:06,https://twitter.com/okano_111/status/1109707977269772288,229,156
11/3/2019 17:12:09,https://twitter.com/okrrrrrrr/status/1188378401632968704,526,553
11/3/2019 21:32:02,https://twitter.com/ominosuke0/status/1092691911448551425,596,687
11/3/2019 17:28:07,https://twitter.com/ominosuke0/status/1142027684102340608,243,677
11/3/2019 23:43:21,https://twitter.com/onigigi1234/status/1056792862447157248,966,254
11/3/2019 18:30:24,https://twitter.com/orca_typeC/status/1107273984448434176,225,563
11/3/2019 17:17:33,https://twitter.com/org_tb_isk000/status/1146795062140891136,229,433
11/3/2019 18:18:22,https://twitter.com/oritosanbayo/status/1112327538397700097,447,78
11/3/2019 17:53:14,https://twitter.com/oritosanbayo/status/1125127488131059712,373,298
11/3/2019 18:01:33,https://twitter.com/ORZkiyo/status/1122091650610712576,324,373
11/3/2019 23:33:20,https://twitter.com/pamuuuuuuuuu/status/1061280352394604544,725,407
11/3/2019 23:28:53,https://twitter.com/parrotparakeet/status/1061598143039459328,199,229
11/3/2019 23:14:57,https://twitter.com/parrotparakeet/status/1065157887096381442,266,104
11/3/2019 17:32:41,https://twitter.com/pe__pi/status/1141724173598728192,833,548
11/3/2019 22:52:48,https://twitter.com/piyo_settei/status/1071263505695748097,209,222
11/3/2019 22:41:04,https://twitter.com/piyo_settei/status/1074145306885861377,151,283
11/3/2019 17:59:22,https://twitter.com/piyo_settei/status/1123419804130349056,145,273
10/18/2019 22:20:24,https://twitter.com/PJT_shangrila/status/1152940920536350720,1035,116
11/3/2019 22:27:22,https://twitter.com/planet_171O/status/1078643011838390272,663,307
11/3/2019 23:03:46,https://twitter.com/rame_co/status/1068184515389022208,711,369
11/3/2019 21:29:07,https://twitter.com/raygyorai/status/1094512487972499456,137,190
11/3/2019 20:55:03,https://twitter.com/re0zozo/status/1101104167936905216,288,102
11/3/2019 22:25:59,https://twitter.com/rnkxtu2/status/1079340104013930498,497,289
10/18/2019 22:14:16,https://twitter.com/ryuuka_kkk/status/1163784111535710208,1039,386
10/18/2019 21:58:18,https://twitter.com/s2_mitu27toko/status/1173622593582071809,956,389
11/3/2019 22:42:06,https://twitter.com/saenagi8/status/1073984918512779264,910,242
11/3/2019 23:38:17,https://twitter.com/sakichi_creat/status/1058393401417064448,1036,599
11/3/2019 23:45:32,https://twitter.com/sakurai_sinobu/status/1055820845552029698,664,361
11/3/2019 20:56:13,https://twitter.com/sakurai_sinobu/status/1099947743898886144,632,491
11/3/2019 23:35:07,https://twitter.com/Schwarz_jihua/status/1060086339163455489,964,251
11/3/2019 23:05:21,https://twitter.com/sh1zusan_0x0/status/1067444415868764160,980,360
11/3/2019 23:07:15,https://twitter.com/shiba_321/status/1066993233748680705,237,180
11/3/2019 23:14:24,https://twitter.com/shijima_KIKAKU/status/1065189041849589761,473,150
11/3/2019 17:44:00,https://twitter.com/sin_niya_b/status/1137381823699308546,592,279
11/3/2019 21:03:48,https://twitter.com/siokonbu_kikaku/status/1094930151312248833,308,384
11/3/2019 22:34:28,https://twitter.com/sionkspr85/status/1075825408342290432,122,102
11/3/2019 22:33:57,https://twitter.com/sionkspr85/status/1075825701591252992,143,87
10/18/2019 22:25:19,https://twitter.com/sirokura_/status/1149687378665041921,731,422
11/3/2019 21:43:14,https://twitter.com/sisisib117/status/1086796779981496320,346,360
11/3/2019 18:30:57,https://twitter.com/sk_kurokoge/status/1104465927628677120,155,255
11/3/2019 21:47:08,https://twitter.com/smj_adr2/status/1084480793500475393,278,499
11/3/2019 20:58:40,https://twitter.com/smj_adr2/status/1098190727970865152,517,601
11/3/2019 17:11:24,https://twitter.com/smj_adr2/status/1189028766749642754,723,313
11/3/2019 23:09:05,https://twitter.com/snnssku08/status/1066728390328119296,617,295
11/3/2019 22:53:56,https://twitter.com/sousaku_moshio/status/1070723080379486208,246,216
11/3/2019 22:46:12,https://twitter.com/strkyms01/status/1073970541944496129,1043,344
11/3/2019 21:40:50,https://twitter.com/supairo14/status/1088438553065865217,658,334
11/3/2019 23:47:13,https://twitter.com/suzupalu2/status/1054494165730390017,1072,352
11/3/2019 23:46:34,https://twitter.com/suzupalu2/status/1055585910266286080,1054,139
11/3/2019 17:55:34,https://twitter.com/suzupalu2/status/1124267493126692869,144,81
11/3/2019 22:30:15,https://twitter.com/syarino/status/1077255507285430272,914,595
11/3/2019 20:51:28,https://twitter.com/syousuke06/status/1102637642879885312,884,505
11/3/2019 23:30:23,https://twitter.com/taichi1417/status/1061522577544232960,987,321
11/3/2019 23:32:42,https://twitter.com/taitttai/status/1061302679954087936,363,134
10/18/2019 22:19:47,https://twitter.com/takayu_sorairo/status/1153626490090639360,285,185
11/3/2019 18:02:34,https://twitter.com/tanyavota/status/1121201407246254080,1053,596
11/3/2019 18:26:32,https://twitter.com/tasukumare/status/1110172710796066817,763,706
11/3/2019 18:23:46,https://twitter.com/tasukumare/status/1111168288061415424,974,351
11/3/2019 23:12:46,https://twitter.com/tikuwa_ss/status/1065240794653614080,1072,673
11/3/2019 21:33:29,https://twitter.com/tk_Amnt/status/1092082108510552064,1159,265
11/3/2019 22:47:04,https://twitter.com/tokiwairo_book/status/1073674514611859456,985,684
11/3/2019 21:28:01,https://twitter.com/tokiwairo_book/status/1094623313802846208,70,108
11/3/2019 17:38:07,https://twitter.com/tomoki_watanuki/status/1138084486296424448,422,211
11/3/2019 18:26:00,https://twitter.com/tori_yaba/status/1110502051207798784,687,628
11/3/2019 17:37:24,https://twitter.com/torinanba_m/status/1138086701270589442,277,593
11/3/2019 23:16:21,https://twitter.com/touka_Fujibana/status/1064498719796551681,957,199
10/18/2019 22:26:41,https://twitter.com/ttmQu6RZnzE4nlk/status/1148594817410260993,205,183
10/18/2019 22:22:23,https://twitter.com/ttmQu6RZnzE4nlk/status/1151253912927686656,148,130
11/3/2019 21:34:46,https://twitter.com/tyome44536/status/1091642159923572736,869,338
11/3/2019 20:57:24,https://twitter.com/tyome44536/status/1099624604052553729,512,604
10/18/2019 22:21:00,https://twitter.com/tyome44536/status/1152889816935092225,439,155
11/3/2019 20:52:49,https://twitter.com/u_1590/status/1102230685576704000,458,249
11/3/2019 22:22:22,https://twitter.com/udeden_odon/status/1080580920531243009,452,189
11/3/2019 22:40:34,https://twitter.com/ume_tiyoko/status/1074209784478330880,138,198
11/3/2019 22:36:15,https://twitter.com/ume_tiyoko/status/1075397964745498626,67,108
10/18/2019 21:09:27,https://twitter.com/ume_tiyoko/status/1175402132935069696,105,181
11/3/2019 20:50:58,https://twitter.com/unapnea/status/1103700750671110144,1015,168
11/3/2019 17:36:17,https://twitter.com/uni_to_ikura11/status/1138836529567023105,741,343
11/3/2019 17:54:02,https://twitter.com/uretan_010/status/1124672836616908801,377,126
10/18/2019 22:21:40,https://twitter.com/uretan_010/status/1152548674641125376,418,199
11/3/2019 21:35:18,https://twitter.com/urk_sskb/status/1091621666982027264,308,152
11/3/2019 17:34:04,https://twitter.com/vioseee_/status/1140624411382276096,682,448
10/18/2019 22:29:38,https://twitter.com/Wajikankaku/status/1147751069503459329,469,131
10/18/2019 22:19:07,https://twitter.com/Wajikankaku/status/1153686442469548032,347,118
11/3/2019 23:23:58,https://twitter.com/wasabi03141224/status/1063037187195715584,981,373
11/3/2019 18:22:20,https://twitter.com/wasabi03141224/status/1111628080370671617,780,689
11/3/2019 23:02:03,https://twitter.com/xiang_susk/status/1069184688747474944,760,266
11/3/2019 23:01:21,https://twitter.com/xiang_susk/status/1069185398734123008,522,170
11/3/2019 23:00:45,https://twitter.com/xiang_susk/status/1069185714112278529,319,752
11/3/2019 22:50:24,https://twitter.com/xiang_susk/status/1071719072323186691,381,703
11/3/2019 22:31:51,https://twitter.com/xiang_susk/status/1076748861681557504,256,88
11/3/2019 22:26:34,https://twitter.com/xiang_susk/status/1079297004386152448,1070,255
11/3/2019 23:22:43,https://twitter.com/xkx_kkk/status/1063235686025678849,1032,628
11/3/2019 22:54:30,https://twitter.com/xmgbyte/status/1070672480866459649,710,684
11/3/2019 17:52:09,https://twitter.com/xxxharunoxx/status/1125431690027909121,158,382
9/1/2019 8:50:16,https://twitter.com/xxxrobixx/status/1071687772413382656,274,662
11/3/2019 17:52:42,https://twitter.com/Y_KMKC/status/1125389248838848512,237,652
11/3/2019 17:49:31,https://twitter.com/Y_KMKC/status/1129799270092222464,151,520
11/3/2019 17:13:14,https://twitter.com/yanbron/status/1186620961241518081,1054,170
11/3/2019 23:17:01,https://twitter.com/yasiro_yui3/status/1064490348687192066,758,686
11/3/2019 23:11:30,https://twitter.com/yasiro_yui3/status/1065980116109484033,1058,120
11/3/2019 23:06:11,https://twitter.com/yasiro_yui3/status/1067408226570797057,1047,595
11/3/2019 23:25:56,https://twitter.com/yaya3232/status/1062624042438414336,309,123
11/3/2019 21:01:19,https://twitter.com/ymashisou/status/1096406907659575297,905,257
11/3/2019 18:13:34,https://twitter.com/ymashisou/status/1115565901867147264,367,475
11/3/2019 17:50:01,https://twitter.com/yugyo_sousaku/status/1128505481989742593,1083,647
11/3/2019 23:44:43,https://twitter.com/yuzuya_9th/status/1056128872150786048,405,247
11/3/2019 21:53:40,https://twitter.com/yuzuya_9th/status/1081838417401397248,305,108
11/3/2019 21:49:39,https://twitter.com/yuzuya_9th/status/1084399722893172736,445,577
11/3/2019 22:19:27,https://twitter.com/zen778/status/1081147115047247872,122,136
